target_user,registered_gesture,category,sample_index,performer,performed_gesture,session,role,hand,imitation_target,gesture_score,user_score,gesture_pass,user_pass,accepted
P08,G5,random_impostor,1558,X15,G4,20260814,impA,L,P04,0.47591923012084125,-0.3562089948266419,0,0,0
P08,G5,random_impostor,1559,X15,G4,20260814,impA,L,P04,0.4686723520896488,-0.4412455243964074,0,0,0
P08,G5,random_impostor,1560,X16,G4,20260814,impA,L,P04,0.6066658254184738,0.025629432369914898,0,0,0
P08,G5,random_impostor,1561,X16,G4,20260814,impA,L,P04,0.6043042734602433,-0.14790185563650704,0,0,0
P08,G5,random_impostor,1562,X17,G4,20260814,impA,L,P04,0.7211635542866016,-0.17477318140311074,0,0,0
P08,G5,random_impostor,1563,X17,G4,20260814,impA,L,P04,0.6884688419074745,-0.22518337707319594,0,0,0
P08,G5,random_impostor,1564,X18,G4,20260814,impA,L,P04,0.5316958150084214,-0.40840272047822224,0,0,0
P08,G5,random_impostor,1565,X18,G4,20260814,impA,L,P04,0.49647567967372347,-0.4617836303507149,0,0,0
P09,G5,genuine,1877,P09,G5,20260817,impA,R,P05,0.9923435177217452,0.7813957262246229,1,0,0
P09,G5,genuine,1878,P09,G5,20260817,impA,R,P05,0.9905424647132604,0.857053865149715,1,1,1
P09,G5,genuine,1879,P09,G5,20260817,impA,R,P05,0.9759301998960995,0.7165473719614035,1,0,0
P09,G5,genuine,1880,P09,G5,20260817,impA,R,P05,0.9913126439696557,0.9154567679327787,1,1,1
P09,G5,genuine,1881,P09,G5,20260818,impA,R,P05,0.9918812440826454,0.8339953943734654,1,1,1
P09,G5,genuine,1882,P09,G5,20260818,impA,R,P05,0.9941594544312641,0.8881386625820631,1,1,1
P09,G5,genuine,1883,P09,G5,20260818,impA,R,P05,0.9965600293724537,0.9722948932693869,1,1,1
P09,G5,genuine,1884,P09,G5,20260818,impA,R,P05,0.9930630980957207,0.8670773796765687,1,1,1
P09,G5,genuine,1885,P09,G5,20260819,impA,R,P05,0.983379712764833,0.8464293859921633,1,1,1
P09,G5,genuine,1886,P09,G5,20260819,impA,R,P05,0.9824171605825529,0.7747806103079743,1,0,0
P09,G5,genuine,1887,P09,G5,20260819,impA,R,P05,0.9751528729958053,0.8369747816988662,1,1,1
P09,G5,genuine,1888,P09,G5,20260819,impA,R,P05,0.9824144157702902,0.9201297517956181,1,1,1
P09,G5,genuine,1889,P09,G5,20260820,impA,R,P05,0.9931532195755937,0.9679140474551802,1,1,1
P09,G5,genuine,1890,P09,G5,20260820,impA,R,P05,0.9932882225355792,0.9758944375673958,1,1,1
P09,G5,genuine,1891,P09,G5,20260820,impA,R,P05,0.9920713390398361,0.9597729913177404,1,1,1
P09,G5,genuine,1892,P09,G5,20260820,impA,R,P05,0.9926098595238322,0.9764422735215863,1,1,1
P09,G5,genuine,1893,P09,G5,20260821,impA,R,P05,0.9882368714779529,0.9805871982411638,1,1,1
P09,G5,genuine,1894,P09,G5,20260821,impA,R,P05,0.9930863289603292,0.9937631512782434,1,1,1
P09,G5,genuine,1895,P09,G5,20260821,impA,R,P05,0.9795461655538551,0.9822122099641998,1,1,1
P09,G5,genuine,1896,P09,G5,20260821,impA,R,P05,0.9910599940755925,0.9893793958411143,1,1,1
P09,G5,wrong_gesture,320,P09,G1,20260817,impA,R,P01,0.8350426270319256,0.7337968094544263,0,0,0
P09,G5,wrong_gesture,321,P09,G1,20260817,impA,R,P01,0.5937899177212246,0.20504922295227157,0,0,0
P09,G5,wrong_gesture,322,P09,G1,20260817,impA,R,P01,0.8360478012241365,0.6911997910692794,0,0,0
P09,G5,wrong_gesture,323,P09,G1,20260817,impA,R,P01,0.6026340959452687,0.17601975763576205,0,0,0
P09,G5,wrong_gesture,324,P09,G1,20260818,impA,R,P01,0.7344644946934711,0.5796422842123252,0,0,0
P09,G5,wrong_gesture,325,P09,G1,20260818,impA,R,P01,0.7354924533460117,0.525830172491563,0,0,0
P09,G5,wrong_gesture,326,P09,G1,20260818,impA,R,P01,0.7421579111911543,0.5192366529288472,0,0,0
P09,G5,wrong_gesture,327,P09,G1,20260818,impA,R,P01,0.6625166673785646,0.66001975891456,0,0,0
P09,G5,wrong_gesture,328,P09,G1,20260819,impA,R,P01,0.5191156521790036,0.6913762399373581,0,0,0
P09,G5,wrong_gesture,329,P09,G1,20260819,impA,R,P01,0.7846737286391491,0.669753371220486,0,0,0
P09,G5,wrong_gesture,330,P09,G1,20260819,impA,R,P01,0.7302987370375412,0.5794586241992981,0,0,0
P09,G5,wrong_gesture,331,P09,G1,20260819,impA,R,P01,0.6592010515097477,0.4725169225682306,0,0,0
P09,G5,wrong_gesture,332,P09,G1,20260820,impA,R,P01,0.6652164656795485,0.314152384451034,0,0,0
P09,G5,wrong_gesture,333,P09,G1,20260820,impA,R,P01,0.700859947571699,0.478830787195364,0,0,0
P09,G5,wrong_gesture,334,P09,G1,20260820,impA,R,P01,0.7689272836873485,0.8950927256984036,0,1,0
P09,G5,wrong_gesture,335,P09,G1,20260820,impA,R,P01,0.6807030538389629,0.40336150166008655,0,0,0
P09,G5,wrong_gesture,336,P09,G1,20260821,impA,R,P01,0.5380022632166814,0.0854880798285658,0,0,0
P09,G5,wrong_gesture,337,P09,G1,20260821,impA,R,P01,0.5657555916907988,0.12859591532604184,0,0,0
P09,G5,wrong_gesture,338,P09,G1,20260821,impA,R,P01,0.590119743285115,0.14969236046850834,0,0,0
P09,G5,wrong_gesture,339,P09,G1,20260821,impA,R,P01,0.6416281531838643,0.18781980657157674,0,0,0
P09,G5,wrong_gesture,712,P09,G2,20260817,impA,R,P02,0.7542103308091184,0.8747540186843681,0,1,0
P09,G5,wrong_gesture,713,P09,G2,20260817,impA,R,P02,0.7339127109278651,0.7193127955247047,0,0,0
P09,G5,wrong_gesture,714,P09,G2,20260817,impA,R,P02,0.697829194001093,0.5692209244064985,0,0,0
P09,G5,wrong_gesture,715,P09,G2,20260817,impA,R,P02,0.8023783330838816,0.7591737483310077,0,0,0
P09,G5,wrong_gesture,716,P09,G2,20260818,impA,R,P02,0.7978831273351127,0.8701140349680236,0,1,0
P09,G5,wrong_gesture,717,P09,G2,20260818,impA,R,P02,0.7528227776314761,0.8157654562445573,0,0,0
P09,G5,wrong_gesture,718,P09,G2,20260818,impA,R,P02,0.7730192265727069,0.8281718075565202,0,1,0
P09,G5,wrong_gesture,719,P09,G2,20260818,impA,R,P02,0.79312236805147,0.8474712089709724,0,1,0
P09,G5,wrong_gesture,720,P09,G2,20260819,impA,R,P02,0.7967385462186509,0.9076102630863663,0,1,0
P09,G5,wrong_gesture,721,P09,G2,20260819,impA,R,P02,0.790426371101187,0.5836346962604707,0,0,0
P09,G5,wrong_gesture,722,P09,G2,20260819,impA,R,P02,0.7916233154770442,0.756903687817216,0,0,0
P09,G5,wrong_gesture,723,P09,G2,20260819,impA,R,P02,0.7918381411476774,0.752920423043216,0,0,0
P09,G5,wrong_gesture,724,P09,G2,20260820,impA,R,P02,0.7758684244918155,0.7724886857178377,0,0,0
P09,G5,wrong_gesture,725,P09,G2,20260820,impA,R,P02,0.7516158399262073,0.7554759681902107,0,0,0
P09,G5,wrong_gesture,726,P09,G2,20260820,impA,R,P02,0.7684769438323831,0.8211202390877114,0,0,0
P09,G5,wrong_gesture,727,P09,G2,20260820,impA,R,P02,0.7683133345026347,0.8451102696605521,0,1,0
P09,G5,wrong_gesture,728,P09,G2,20260821,impA,R,P02,0.7564628175919854,0.8286152760624836,0,1,0
P09,G5,wrong_gesture,729,P09,G2,20260821,impA,R,P02,0.7660378609422935,0.8563623872011739,0,1,0
P09,G5,wrong_gesture,730,P09,G2,20260821,impA,R,P02,0.7172266079478905,0.6656645637228242,0,0,0
P09,G5,wrong_gesture,731,P09,G2,20260821,impA,R,P02,0.7863925500417421,0.8291375675437944,0,1,0
P09,G5,wrong_gesture,1104,P09,G3,20260817,impA,L,P03,0.48564255945153834,0.2698522240401437,0,0,0
P09,G5,wrong_gesture,1105,P09,G3,20260817,impA,L,P03,0.4695476136899931,0.28041980341533573,0,0,0
P09,G5,wrong_gesture,1106,P09,G3,20260817,impA,L,P03,0.33717089006239775,-0.03644313152159899,0,0,0
P09,G5,wrong_gesture,1107,P09,G3,20260817,impA,L,P03,0.40922120021754993,0.015516654689322736,0,0,0
P09,G5,wrong_gesture,1108,P09,G3,20260818,impA,L,P03,0.46360499462901594,0.03991816496164536,0,0,0
P09,G5,wrong_gesture,1109,P09,G3,20260818,impA,L,P03,0.39210784005187904,0.26012212179435484,0,0,0
P09,G5,wrong_gesture,1110,P09,G3,20260818,impA,L,P03,0.38396380249871465,0.02039772389959075,0,0,0
P09,G5,wrong_gesture,1111,P09,G3,20260818,impA,L,P03,0.3500909555856071,0.34710772696399766,0,0,0
P09,G5,wrong_gesture,1112,P09,G3,20260819,impA,L,P03,0.4308040065097811,-0.07770731847860973,0,0,0
P09,G5,wrong_gesture,1113,P09,G3,20260819,impA,L,P03,0.3622465069320389,-0.12029985910260682,0,0,0
P09,G5,wrong_gesture,1114,P09,G3,20260819,impA,L,P03,0.3881240417751093,0.05445719106588634,0,0,0
P09,G5,wrong_gesture,1115,P09,G3,20260819,impA,L,P03,0.47307845572254537,-0.06605063328144076,0,0,0
P09,G5,wrong_gesture,1116,P09,G3,20260820,impA,L,P03,0.4534892386670861,0.11752896571636824,0,0,0
P09,G5,wrong_gesture,1117,P09,G3,20260820,impA,L,P03,0.4372676362487125,-0.01078390180661104,0,0,0
P09,G5,wrong_gesture,1118,P09,G3,20260820,impA,L,P03,0.43144743415302345,0.7092055433640394,0,0,0
P09,G5,wrong_gesture,1119,P09,G3,20260820,impA,L,P03,0.4311100104426367,0.6636667270522809,0,0,0
P09,G5,wrong_gesture,1120,P09,G3,20260821,impA,L,P03,0.3295869340172152,0.014776944863105532,0,0,0
P09,G5,wrong_gesture,1121,P09,G3,20260821,impA,L,P03,0.4301771150164032,0.1052811310095141,0,0,0
P09,G5,wrong_gesture,1122,P09,G3,20260821,impA,L,P03,0.4302815356516948,0.21034797801918587,0,0,0
P09,G5,wrong_gesture,1123,P09,G3,20260821,impA,L,P03,0.4176802801965952,0.16941131258054493,0,0,0
P09,G5,wrong_gesture,1498,P09,G4,20260817,impA,L,P04,0.6037061493222842,0.6074188222323065,0,0,0
P09,G5,wrong_gesture,1499,P09,G4,20260817,impA,L,P04,0.5820549519819072,0.7714539647028205,0,0,0
P09,G5,wrong_gesture,1500,P09,G4,20260817,impA,L,P04,0.5377148041549246,0.7651990760413123,0,0,0
P09,G5,wrong_gesture,1501,P09,G4,20260817,impA,L,P04,0.5325280731891884,0.7645554747478931,0,0,0
P09,G5,wrong_gesture,1502,P09,G4,20260818,impA,L,P04,0.6713784618103754,0.7563649415156626,0,0,0
P09,G5,wrong_gesture,1503,P09,G4,20260818,impA,L,P04,0.6345986112320312,0.7236968848001345,0,0,0
P09,G5,wrong_gesture,1504,P09,G4,20260818,impA,L,P04,0.6789646825821822,0.6576948478029443,0,0,0
P09,G5,wrong_gesture,1505,P09,G4,20260818,impA,L,P04,0.6867112705945471,0.6280913006414351,0,0,0
P09,G5,wrong_gesture,1506,P09,G4,20260819,impA,L,P04,0.7085520561260661,0.4380061803377905,0,0,0
P09,G5,wrong_gesture,1507,P09,G4,20260819,impA,L,P04,0.6454988055629851,0.775745594423625,0,0,0
P09,G5,wrong_gesture,1508,P09,G4,20260819,impA,L,P04,0.6829731126073975,0.6076428566212653,0,0,0
P09,G5,wrong_gesture,1509,P09,G4,20260819,impA,L,P04,0.7097827934390497,0.6512537964526648,0,0,0
P09,G5,wrong_gesture,1510,P09,G4,20260820,impA,L,P04,0.5877478523980374,0.7587991161704818,0,0,0
P09,G5,wrong_gesture,1511,P09,G4,20260820,impA,L,P04,0.7005903029606295,0.6655582163737183,0,0,0
P09,G5,wrong_gesture,1512,P09,G4,20260820,impA,L,P04,0.6856379990803526,0.6595630141236013,0,0,0
P09,G5,wrong_gesture,1513,P09,G4,20260820,impA,L,P04,0.7276271580126715,0.8034515907961146,0,0,0
P09,G5,wrong_gesture,1514,P09,G4,20260821,impA,L,P04,0.6094756815418326,0.8749760834398277,0,1,0
P09,G5,wrong_gesture,1515,P09,G4,20260821,impA,L,P04,0.6765255364137709,0.7714478250221646,0,0,0
P09,G5,wrong_gesture,1516,P09,G4,20260821,impA,L,P04,0.6308426964649194,0.7080168850543977,0,0,0
P09,G5,wrong_gesture,1517,P09,G4,20260821,impA,L,P04,0.6045410714408626,0.6413653274534152,0,0,0
P09,G5,same_gesture_impostor,1849,P08,G5,20260813,impA,R,P05,0.908001382849716,-0.38749638959500227,0,0,0
P09,G5,same_gesture_impostor,1850,P08,G5,20260813,impA,R,P05,0.9778600651912943,0.16705445829201193,1,0,0
P09,G5,same_gesture_impostor,1851,P08,G5,20260813,impA,R,P05,0.9820210130493167,0.2421517886638545,1,0,0
P09,G5,same_gesture_impostor,1852,P08,G5,20260813,impA,R,P05,0.9816885709033689,0.2905601434205505,1,0,0
P09,G5,same_gesture_impostor,1853,P08,G5,20260814,impA,R,P05,0.9624623532831684,0.21715017446313367,1,0,0
P09,G5,same_gesture_impostor,1854,P08,G5,20260814,impA,R,P05,0.9452335185404004,0.21111696058435375,1,0,0
P09,G5,same_gesture_impostor,1855,P08,G5,20260814,impA,R,P05,0.9848707667527915,0.14053842400388272,1,0,0
P09,G5,same_gesture_impostor,1856,P08,G5,20260814,impA,R,P05,0.9627626978083094,0.18554416017089256,1,0,0
P09,G5,same_gesture_impostor,1857,P08,G5,20260815,impA,R,P05,0.9790742148369664,0.29494161654499323,1,0,0
P09,G5,same_gesture_impostor,1858,P08,G5,20260815,impA,R,P05,0.9860699655200397,0.27371447274404415,1,0,0
P09,G5,same_gesture_impostor,1859,P08,G5,20260815,impA,R,P05,0.9634402305808007,0.21847578580595814,1,0,0
P09,G5,same_gesture_impostor,1860,P08,G5,20260815,impA,R,P05,0.9827026648595426,0.3411160822656152,1,0,0
P09,G5,same_gesture_impostor,1861,P08,G5,20260816,impA,R,P05,0.9741109995609167,0.26616972949971357,1,0,0
P09,G5,same_gesture_impostor,1862,P08,G5,20260816,impA,R,P05,0.9882080458132988,0.5883689495416182,1,0,0
P09,G5,same_gesture_impostor,1863,P08,G5,20260816,impA,R,P05,0.9858303537944064,0.5627496871260851,1,0,0
P09,G5,same_gesture_impostor,1864,P08,G5,20260816,impA,R,P05,0.9795399344887268,0.34371032527735723,1,0,0
P09,G5,same_gesture_impostor,1865,P08,G5,20260817,impA,R,P05,0.9717667861631147,0.1819289524817133,1,0,0
P09,G5,same_gesture_impostor,1866,P08,G5,20260817,impA,R,P05,0.9803244264765588,0.5337455392826738,1,0,0
P09,G5,same_gesture_impostor,1867,P08,G5,20260817,impA,R,P05,0.96191585017565,0.37790484881550523,1,0,0
P09,G5,same_gesture_impostor,1868,P08,G5,20260817,impA,R,P05,0.9777347028850899,0.35142926885276893,1,0,0
P09,G5,same_gesture_impostor,1869,P08,G5,20260818,impA,R,P05,0.9830269113064943,0.2748197901798215,1,0,0
P09,G5,same_gesture_impostor,1870,P08,G5,20260818,impA,R,P05,0.981140480376543,0.28350490574530146,1,0,0
P09,G5,same_gesture_impostor,1871,P08,G5,20260818,impA,R,P05,0.9744522130756649,0.3882259429751863,1,0,0
P09,G5,same_gesture_impostor,1872,P08,G5,20260818,impA,R,P05,0.9779479065594818,0.2879709440125416,1,0,0
P09,G5,same_gesture_impostor,1897,P10,G5,20260815,impA,L,P05,0.9603480414860213,0.7222786785498023,1,0,0
P09,G5,same_gesture_impostor,1898,P10,G5,20260815,impA,L,P05,0.9810312937859413,0.8901420208814411,1,1,1
P09,G5,same_gesture_impostor,1899,P10,G5,20260815,impA,L,P05,0.9675768214169564,0.6537881511830914,1,0,0
P09,G5,same_gesture_impostor,1900,P10,G5,20260815,impA,L,P05,0.9485431970667377,0.5768629155682791,1,0,0
P09,G5,same_gesture_impostor,1901,P10,G5,20260817,impA,L,P05,0.9561320325181834,0.7098852324692213,1,0,0
P09,G5,same_gesture_impostor,1902,P10,G5,20260817,impA,L,P05,0.9634145063833426,0.7268833592508974,1,0,0
P09,G5,same_gesture_impostor,1903,P10,G5,20260817,impA,L,P05,0.9524502186177157,0.8123722269072551,1,0,0
P09,G5,same_gesture_impostor,1904,P10,G5,20260817,impA,L,P05,0.9652210412220619,0.7406745527480745,1,0,0
P09,G5,same_gesture_impostor,1905,P10,G5,20260818,impA,L,P05,0.9461720068239567,0.6362307873125184,1,0,0
P09,G5,same_gesture_impostor,1906,P10,G5,20260818,impA,L,P05,0.9471453506866936,0.7214347030304056,1,0,0
P09,G5,same_gesture_impostor,1907,P10,G5,20260818,impA,L,P05,0.9492184469359911,0.800653687546325,1,0,0
P09,G5,same_gesture_impostor,1908,P10,G5,20260818,impA,L,P05,0.9663384677355114,0.6501432335337776,1,0,0
P09,G5,same_gesture_impostor,1909,P10,G5,20260819,impA,L,P05,0.9438265527819121,0.3679528224718819,1,0,0
P09,G5,same_gesture_impostor,1910,P10,G5,20260819,impA,L,P05,0.9642787247015083,0.751499219888041,1,0,0
P09,G5,same_gesture_impostor,1911,P10,G5,20260819,impA,L,P05,0.9570263759562685,0.7912203830681668,1,0,0
P09,G5,same_gesture_impostor,1912,P10,G5,20260819,impA,L,P05,0.9556208293653572,0.4724114902099451,1,0,0
P09,G5,same_gesture_impostor,1913,P10,G5,20260820,impA,L,P05,0.962246255646717,0.6965638240525136,1,0,0
P09,G5,same_gesture_impostor,1914,P10,G5,20260820,impA,L,P05,0.9683838520706866,0.6529911539935542,1,0,0
P09,G5,same_gesture_impostor,1915,P10,G5,20260820,impA,L,P05,0.9575428967143321,0.5390713963374505,1,0,0
P09,G5,same_gesture_impostor,1916,P10,G5,20260820,impA,L,P05,0.9548444450916664,0.8046709045118849,1,0,0
P09,G5,same_gesture_impostor,1917,P10,G5,20260821,impA,L,P05,0.963507215847128,0.7537087956453148,1,0,0
P09,G5,same_gesture_impostor,1918,P10,G5,20260821,impA,L,P05,0.9589070332919836,0.5134811075122295,1,0,0
P09,G5,same_gesture_impostor,1919,P10,G5,20260821,impA,L,P05,0.9460809152784887,0.09191746344691229,1,0,0
P09,G5,same_gesture_impostor,1920,P10,G5,20260821,impA,L,P05,0.9556711777758558,0.8390187983794022,1,1,1
P09,G5,same_gesture_impostor,1921,X02,G5,20260815,impA,R,P05,0.9691784603533136,0.9518380925603966,1,1,1
P09,G5,same_gesture_impostor,1922,X02,G5,20260815,impA,R,P05,0.9765506438747943,0.9404215064339687,1,1,1
P09,G5,same_gesture_impostor,1923,X03,G5,20260814,impA,R,P05,0.9825929257027957,0.5066484084190759,1,0,0
P09,G5,same_gesture_impostor,1924,X03,G5,20260814,impA,R,P05,0.980974940608398,0.5848802157873274,1,0,0
P09,G5,same_gesture_impostor,1925,X04,G5,20260817,impA,R,P05,0.9837812158329071,0.8371111403697986,1,1,1
P09,G5,same_gesture_impostor,1926,X04,G5,20260817,impA,R,P05,0.9888288299125605,0.9064248716119677,1,1,1
P09,G5,same_gesture_impostor,1927,X05,G5,20260813,impA,L,P05,0.9522442211120975,0.7733846784095502,1,0,0
P09,G5,same_gesture_impostor,1928,X05,G5,20260813,impA,L,P05,0.9543407776971018,0.7961322136949809,1,0,0
P09,G5,same_gesture_impostor,1929,X06,G5,20260813,impA,L,P05,0.9355333894290322,0.7785627381751832,0,0,0
P09,G5,same_gesture_impostor,1930,X06,G5,20260813,impA,L,P05,0.9427369031794253,0.8053892234381441,1,0,0
P09,G5,same_gesture_impostor,1931,X07,G5,20260813,impA,L,P05,0.9790391135159202,0.8695315966169048,1,1,1
P09,G5,same_gesture_impostor,1932,X07,G5,20260813,impA,L,P05,0.7912176280543475,0.11297628665758958,0,0,0
P09,G5,same_gesture_impostor,1933,X08,G5,20260813,impA,L,P05,0.7633948951313703,0.6441458316852094,0,0,0
P09,G5,same_gesture_impostor,1934,X08,G5,20260813,impA,L,P05,0.8506852674647132,0.6555552714680115,0,0,0
P09,G5,same_gesture_impostor,1935,X09,G5,20260814,impA,R,P05,0.975704123816458,0.860229791154927,1,1,1
P09,G5,same_gesture_impostor,1936,X09,G5,20260814,impA,R,P05,0.9726065933441362,0.8612681824972284,1,1,1
P09,G5,same_gesture_impostor,1937,X10,G5,20260814,impA,R,P05,0.91849812190471,0.24112232310627513,0,0,0
P09,G5,same_gesture_impostor,1938,X10,G5,20260814,impA,R,P05,0.9362592574672489,0.24650618410468528,0,0,0
P09,G5,same_gesture_impostor,1939,X11,G5,20260814,impA,R,P05,0.7961061486307945,0.698204352781635,0,0,0
P09,G5,same_gesture_impostor,1940,X11,G5,20260814,impA,R,P05,0.9507309309617269,0.7379005878618661,1,0,0
P09,G5,same_gesture_impostor,1941,X12,G5,20260814,impA,R,P05,0.9845528763018627,0.7488540607913962,1,0,0
P09,G5,same_gesture_impostor,1942,X12,G5,20260814,impA,R,P05,0.9866733465062991,0.7802956913152979,1,0,0
P09,G5,same_gesture_impostor,1943,X13,G5,20260814,impA,R,P05,0.9702841928902304,0.2578788685075974,1,0,0
P09,G5,same_gesture_impostor,1944,X13,G5,20260814,impA,R,P05,0.5432814682319356,-0.26110612607627276,0,0,0
P09,G5,same_gesture_impostor,1945,X14,G5,20260814,impA,R,P05,0.9637364077936523,0.8591880886004206,1,1,1
P09,G5,same_gesture_impostor,1946,X14,G5,20260814,impA,R,P05,0.9550985474507193,0.8369401626077064,1,1,1
P09,G5,same_gesture_impostor,1947,X15,G5,20260814,impA,R,P05,0.9719641240389023,0.5604255997798757,1,0,0
P09,G5,same_gesture_impostor,1948,X15,G5,20260814,impA,R,P05,0.9739342611070056,0.7287633919480712,1,0,0
P09,G5,same_gesture_impostor,1949,X16,G5,20260814,impA,R,P05,0.9521568762576431,0.8839112063163642,1,1,1
P09,G5,same_gesture_impostor,1950,X16,G5,20260814,impA,R,P05,0.926947276847492,0.8283052958487442,0,1,0
P09,G5,same_gesture_impostor,1951,X17,G5,20260814,impA,R,P05,0.9710455262505957,0.8414367627886848,1,1,1
P09,G5,same_gesture_impostor,1952,X17,G5,20260814,impA,R,P05,0.9743084274473766,0.8283363036424198,1,1,1
P09,G5,same_gesture_impostor,1953,X18,G5,20260814,impA,R,P05,0.9473010639323836,0.4010702394222738,1,0,0
P09,G5,same_gesture_impostor,1954,X18,G5,20260814,impA,R,P05,0.9742125491166109,0.7893816785511423,1,0,0
P09,G5,random_impostor,292,P08,G1,20260813,impA,R,P01,0.5194285445326745,-0.5045334390075621,0,0,0
P09,G5,random_impostor,293,P08,G1,20260813,impA,R,P01,0.516778022988586,-0.5123825587720775,0,0,0
P09,G5,random_impostor,294,P08,G1,20260813,impA,R,P01,0.5553774051373999,-0.5332024003175534,0,0,0
P09,G5,random_impostor,295,P08,G1,20260813,impA,R,P01,0.561151154885026,-0.49741117582878935,0,0,0
P09,G5,random_impostor,296,P08,G1,20260814,impA,R,P01,0.5870312450529105,-0.4467375491142286,0,0,0
P09,G5,random_impostor,297,P08,G1,20260814,impA,R,P01,0.5728199592795666,-0.4416087503617403,0,0,0
P09,G5,random_impostor,298,P08,G1,20260814,impA,R,P01,0.49724610283638,-0.5392365870549618,0,0,0
P09,G5,random_impostor,299,P08,G1,20260814,impA,R,P01,0.5283030969911167,-0.45974952713796347,0,0,0
P09,G5,random_impostor,300,P08,G1,20260815,impA,R,P01,0.6436438067045301,-0.5064436505091232,0,0,0
P09,G5,random_impostor,301,P08,G1,20260815,impA,R,P01,0.6414551017037337,-0.4574128902867044,0,0,0
P09,G5,random_impostor,302,P08,G1,20260815,impA,R,P01,0.7036040993123533,-0.3010491516620474,0,0,0
P09,G5,random_impostor,303,P08,G1,20260815,impA,R,P01,0.647573139275438,-0.47847153639009765,0,0,0
P09,G5,random_impostor,304,P08,G1,20260816,impA,R,P01,0.6984087009731237,-0.20557367693533118,0,0,0
P09,G5,random_impostor,305,P08,G1,20260816,impA,R,P01,0.5959991137634155,-0.46360123859901314,0,0,0
P09,G5,random_impostor,306,P08,G1,20260816,impA,R,P01,0.6414806186152084,-0.4254736837099456,0,0,0
P09,G5,random_impostor,307,P08,G1,20260816,impA,R,P01,0.6098385306675957,-0.5191541274833715,0,0,0
P09,G5,random_impostor,308,P08,G1,20260817,impA,R,P01,0.6318117915000406,-0.35487892375333774,0,0,0
P09,G5,random_impostor,309,P08,G1,20260817,impA,R,P01,0.6504771324960091,-0.1827627984502568,0,0,0
P09,G5,random_impostor,310,P08,G1,20260817,impA,R,P01,0.6618774428071375,-0.2910962936172972,0,0,0
P09,G5,random_impostor,311,P08,G1,20260817,impA,R,P01,0.6154035968196262,-0.35856458314773887,0,0,0
P09,G5,random_impostor,312,P08,G1,20260818,impA,R,P01,0.6406365051464387,-0.17474682539943684,0,0,0
P09,G5,random_impostor,313,P08,G1,20260818,impA,R,P01,0.6296040979808739,-0.08180421542627946,0,0,0
P09,G5,random_impostor,314,P08,G1,20260818,impA,R,P01,0.6481201169049677,-0.28268261404212025,0,0,0
P09,G5,random_impostor,315,P08,G1,20260818,impA,R,P01,0.6527090265839783,-0.03881506385203822,0,0,0
P09,G5,random_impostor,340,P10,G1,20260815,impA,L,P01,0.7743916864084256,0.529014491464848,0,0,0
P09,G5,random_impostor,341,P10,G1,20260815,impA,L,P01,0.8383480055308561,0.8548652186471348,0,1,0
P09,G5,random_impostor,342,P10,G1,20260815,impA,L,P01,0.7905342200692165,0.7533481111512135,0,0,0
P09,G5,random_impostor,343,P10,G1,20260815,impA,L,P01,0.8411551283891079,0.4236660039490815,0,0,0
P09,G5,random_impostor,344,P10,G1,20260817,impA,L,P01,0.8350886184096649,0.929855810858373,0,1,0
P09,G5,random_impostor,345,P10,G1,20260817,impA,L,P01,0.8430783770560795,0.8691549283868505,0,1,0
P09,G5,random_impostor,346,P10,G1,20260817,impA,L,P01,0.7985223309777861,0.8548379537037989,0,1,0
P09,G5,random_impostor,347,P10,G1,20260817,impA,L,P01,0.7449803335074492,0.8311447236904226,0,1,0
P09,G5,random_impostor,348,P10,G1,20260818,impA,L,P01,0.7650817609196332,0.6468570288401793,0,0,0
P09,G5,random_impostor,349,P10,G1,20260818,impA,L,P01,0.6151234733072446,0.5562650865373828,0,0,0
P09,G5,random_impostor,350,P10,G1,20260818,impA,L,P01,0.8012369562540065,0.6467414971038206,0,0,0
P09,G5,random_impostor,351,P10,G1,20260818,impA,L,P01,0.7044998138761142,0.4889031835835985,0,0,0
P09,G5,random_impostor,352,P10,G1,20260819,impA,L,P01,0.7412530428363127,0.6686894926768094,0,0,0
P09,G5,random_impostor,353,P10,G1,20260819,impA,L,P01,0.6860038847225822,0.6779566284323209,0,0,0
P09,G5,random_impostor,354,P10,G1,20260819,impA,L,P01,0.7366304746688038,0.6519115461965392,0,0,0
P09,G5,random_impostor,355,P10,G1,20260819,impA,L,P01,0.7319479166695841,0.157593785759009,0,0,0
P09,G5,random_impostor,356,P10,G1,20260820,impA,L,P01,0.7247930090252007,0.26483992292197156,0,0,0
P09,G5,random_impostor,357,P10,G1,20260820,impA,L,P01,0.821819152280258,0.8841920634904854,0,1,0
P09,G5,random_impostor,358,P10,G1,20260820,impA,L,P01,0.7544316232620353,0.7872788042489084,0,0,0
P09,G5,random_impostor,359,P10,G1,20260820,impA,L,P01,0.7332983224082965,0.7786751976373747,0,0,0
P09,G5,random_impostor,360,P10,G1,20260821,impA,L,P01,0.7752140308179809,0.7158965005585386,0,0,0
P09,G5,random_impostor,361,P10,G1,20260821,impA,L,P01,0.7673245131988939,0.7617573599135059,0,0,0
P09,G5,random_impostor,362,P10,G1,20260821,impA,L,P01,0.7436374403565155,0.34898088742191585,0,0,0
P09,G5,random_impostor,363,P10,G1,20260821,impA,L,P01,0.7670082768537861,0.8008565199429237,0,0,0
